f1,f2,f3,f4,f5,label
0.3745401188473625,0.6981617140197451,0.18513292883861965,0.519081785136218,0.26170568373590597,0
0.3745401188473625,0.6981617140197451,0.18513292883861965,0.519081785136218,0.26170568373590597,0
0.9507143064099162,0.5360963663441204,0.5419009473783581,0.47918187762973097,0.24697879907199982,1
0.7319939418114051,0.30952761628632774,0.8729458358764083,0.025642065806435688,0.9062545805210367,1
0.5986584841970366,0.8137950197069487,0.7322248864095612,0.34124782762615635,0.2495461998495061,1
0.15601864044243652,0.6847311725538793,0.8065611478614497,0.38019561878585706,0.271949726128631,0
0.15599452033620265,0.1626169393448913,0.6587833667107174,0.3988227808969005,0.7593982624179637,0
0.05808361216819946,0.9109271844938425,0.6922765645178525,0.5801723692273323,0.44973984245054,0
0.8661761457749352,0.822537242923169,0.8491956515653193,0.5336025467268785,0.7767105569551812,1
0.6011150117432088,0.949799913291924,0.24966800885918594,0.6079050927934446,0.06536615756438524,1
0.7080725777960455,0.72571950838836,0.4894249636431405,0.7648832615421283,0.4875711936733843,0
0.020584494295802447,0.6134151959357899,0.22120944181960223,0.8129857387160935,0.03361360018328263,0
0.9699098521619943,0.4182430362906189,0.987668007996647,0.7181230762264944,0.06265320345535452,1
0.8324426408004217,0.9327284833540133,0.9440593396866133,0.9555236959549347,0.906437453344411,1
0.21233911067827616,0.8660638895004084,0.0394268113685059,0.01823258267636163,0.13924537111759516,0
0.18182496720710062,0.04521867010618941,0.7055751725156885,0.1957779856835461,0.5324206822752171,1
0.18340450985343382,0.026366974497252005,0.9252483174156658,0.00756287497814212,0.41109560260070654,1
0.3042422429595377,0.3764633668780496,0.18057534512733353,0.647474714154603,0.3473433262588427,0
0.5247564316322378,0.8105533307818329,0.5679452305526295,0.8980305489499869,0.8998333456872725,1
0.43194501864211576,0.9872761293149445,0.9154882975880418,0.24348229657629927,0.0218233967754895,1
0.2912291401980419,0.15041689110352818,0.03394597858579884,0.9270345447963066,0.6637896861755891,0
0.6118528947223795,0.5941307153521351,0.6974202672468399,0.06026739028956085,0.9633944342135504,1
0.13949386065204183,0.3808908566310215,0.29734900737255077,0.9344360268055143,0.5601681834618419,0
0.29214464853521815,0.9699143978146032,0.9243961953765304,0.3516226872396344,0.9368224620330918,1
0.3663618432936917,0.8421189231357087,0.9710582451653678,0.10142082844921652,0.05225787928602377,1
0.45606998421703593,0.8383287047111379,0.9442664891134339,0.48587175918632564,0.4187933190741614,1
0.7851759613930136,0.4686931597949703,0.47421421665746377,0.25677656772050794,0.26015779096205116,1
0.19967378215835974,0.4148195023376652,0.8620426509893134,0.28487290196192283,0.7308209649807298,0
0.5142344384136116,0.27340707193070624,0.8445493985350704,0.3072899649262866,0.9812970904972467,1
0.5924145688620425,0.056375496650927115,0.31910047324325563,0.8030258978326634,0.2565300624442478,1
0.046450412719997725,0.8647223762550532,0.8289154741506773,0.5391612766752545,0.6541746014740745,1
0.6075448519014384,0.8129010091300776,0.03700763471549262,0.31130769915600365,0.19809763275974013,1
0.17052412368729153,0.9997176732861306,0.596269878482053,0.6103337833109184,0.5653302545716099,1
0.06505159298527952,0.9966368370739054,0.23000883728770305,0.7161506742231936,0.4639324866883362,0
0.9488855372533332,0.5554317056026274,0.12056688577727881,0.27262400073353377,0.9720053296315371,1
0.9656320330745594,0.7689874151805105,0.07695320162920916,0.4135491015253515,0.6085272726964666,1
0.8083973481164611,0.944765729882428,0.6962887758781398,0.12188609333694755,0.3495063720868188,1
0.3046137691733707,0.8496473906774115,0.33987496376806614,0.18114934953468032,0.11409578488793337,0
0.09767211400638387,0.24734810174319766,0.7247667715287615,0.6811178539649828,0.15124682873493456,0
0.6842330265121569,0.4505441353100935,0.06535634079894237,0.18143834769562694,0.2253169299512351,0
0.4401524937396013,0.12915941515149498,0.31529033783061033,0.5251633836670602,0.250966661340298,0
0.12203823484477883,0.9540510272587224,0.5394912923753372,0.7090462617224327,0.8506160578411378,0
0.4951769101112702,0.60617463445088,0.7907231648389635,0.10687692309474384,0.5612227882825249,1
0.034388521115218396,0.22864280550346272,0.3187525029320699,0.5673122196289035,0.5233909113743664,0
0.9093204020787821,0.6717006844058567,0.6258913764370091,0.25656278370136376,0.11476887186921747,1
0.2587799816000169,0.6181282404578958,0.8859777482361871,0.9629268752375798,0.860139693349435,1
0.662522284353982,0.3581627180328405,0.6158631881823046,0.4835456467199247,0.7228143032084837,0
0.31171107608941095,0.11355759219962902,0.23295947475363377,0.8059925497751581,0.06766836190000158,0
0.5200680211778108,0.6715731955927996,0.02440078155653802,0.5502265421562618,0.7078350972297687,1
0.5467102793432796,0.5203077009037933,0.8700988739009299,0.043412532854819164,0.5435382173426461,0
0.18485445552552704,0.7723183917356393,0.021269410850387138,0.6331513755940223,0.08172534574677826,0
0.9695846277645586,0.5201635011119934,0.8747016726841994,0.951403342206657,0.45830064152865646,1
0.7751328233611146,0.8521815003185401,0.528937134027212,0.6016118201463312,0.484696287130047,0
0.9394989415641891,0.5519068387744855,0.9390676985128962,0.8191888594267902,0.16577454016327575,1
0.8948273504276488,0.5609379715353863,0.7987832357736654,0.8842064633484078,0.9456981470002823,1
0.5978999788110851,0.876653602658345,0.9979341105333375,0.22807977194893247,0.8499753714806619,1
0.9218742350231168,0.40348286621239704,0.35071181545171015,0.21204483990822665,0.6690223373291083,0
0.0884925020519195,0.13401522845064073,0.7671882889311269,0.6109809888509917,0.4622955610006072,1
0.1959828624191452,0.028782676313338973,0.40193091360924216,0.4110284698067047,0.4117655415845085,0
0.045227288910538066,0.755137255673619,0.47987562030390885,0.8398613028667203,0.6509734671509542,0
0.32533033076326434,0.6203095513534647,0.6275054632183701,0.9000231233980112,0.5454318694069055,1
0.388677289689482,0.7040797680992236,0.8736771141863388,0.3534213793027181,0.062273105881885615,1
0.2713490317738959,0.21296416150891073,0.9840834691992951,0.23687055897448206,0.5125026487703317,0
0.8287375091519293,0.13637147558676976,0.7682734138645182,0.7805255152438618,0.8064036172328395,0
0.3567533266935893,0.014544665667881929,0.41776678216733376,0.2748060355481361,0.45923987759695806,0
0.28093450968738076,0.350587558806597,0.4213570022770702,0.8226143185136784,0.05195657755426841,1
0.5426960831582485,0.5899176868546331,0.7375823015888915,0.42373825364876283,0.7862781993840331,1
0.14092422497476265,0.3922440450997323,0.23877714576830233,0.6675498992914705,0.2013637821359744,0
0.8021969807540397,0.43747492202372906,0.11047411313139466,0.09553531383466818,0.2586208348880388,0
0.07455064367977082,0.9041586944937484,0.35462215764077654,0.623859324676573,0.1647063534322959,1
0.9868869366005173,0.34825546702330035,0.28723899165408173,0.4517676787372291,0.33021506487149754,0
0.7722447692966574,0.5139894891598108,0.2963081204559901,0.5866084631754741,0.756751505688635,1
0.1987156815341724,0.7836530127411431,0.23360775104990994,0.16801420774486342,0.5193858595039373,0
0.005522117123602399,0.39654278232127016,0.04209318963636188,0.7368737449441821,0.20488127415071256,0
0.8154614284548342,0.6220867002278735,0.01787393473341381,0.8627970775432285,0.8778300781520408,1
0.7068573438476171,0.8623637087467452,0.9877223897360315,0.21673980009077565,0.8795818549515292,1
0.7290071680409873,0.9495206236576421,0.42777313373586234,0.09571455552016173,0.8705784250460069,1
0.7712703466859457,0.14707348092903794,0.3843266471596817,0.023638586046336396,0.23879621138153928,0
0.07404465173409036,0.9265876251614944,0.6796472826930698,0.641971500443266,0.4512393441809881,0
0.3584657285442726,0.4921162930795382,0.21825388786506417,0.6070940360887808,0.9849896561408751,0
0.11586905952512971,0.25824438829895835,0.9499611839502253,0.54669741271407,0.7720124763099904,0
0.8631034258755935,0.4591357562382613,0.786345014415552,0.23194709611597542,0.027167421225559818,1
0.6232981268275579,0.980032575285477,0.08941100231225951,0.39090599590551467,0.06520459126049205,0
0.3308980248526492,0.4926180939928696,0.41758077578492836,0.594476335186173,0.46393137681233276,0
0.06355835028602363,0.3287516102875082,0.8791183075621647,0.4967668588591694,0.9092202058615602,1
0.3109823217156622,0.6334008543167258,0.9447320222914103,0.9877855202148873,0.5387017979527142,1
0.32518332202674705,0.24014561877819307,0.4674015112498697,0.13643975255673313,0.4978125080342902,0
0.7296061783380641,0.07586332810866392,0.6134113892107077,0.6951445540475938,0.10547369995663058,0
0.6375574713552131,0.12887972191064923,0.16703394609207523,0.4043187681042921,0.656780104724294,0
0.8872127425763265,0.12804583895777244,0.9911686261369765,0.42819961492561476,0.8221031606002255,1
0.4722149251619493,0.15190269351229435,0.2316717013834434,0.7175977656581762,0.38042000750756233,0
0.1195942459383017,0.13882717264941014,0.9427317741351257,0.6924361513243696,0.7756118509253275,0
0.713244787222995,0.6408747448032146,0.6496466489923685,0.9912559937021883,0.9644766539008116,1
0.7607850486168974,0.18188008439914483,0.6077367948788591,0.12839428945412523,0.2037664591276891,0
0.5612771975694962,0.3456672833238632,0.5126885110165086,0.10410964938416634,0.5233296311947413,0
0.770967179954561,0.8967884099060118,0.2306698117177587,0.7243388171287412,0.28713795808457554,0
0.49379559636439074,0.47396164026287235,0.17652803200550826,0.5783869170064091,0.7928544190338394,1
0.5227328293819941,0.6675577385210272,0.22048620907017535,0.27416066655980587,0.5775933658811575,0
0.42754101835854963,0.17231987120162984,0.18643826214425452,0.0794193689889866,0.6345824175503038,0
0.02541912674409519,0.19228901880867078,0.7795844735667533,0.08565824959643054,0.7979141596158941,1
0.10789142699330445,0.04086861626647886,0.3501252591667301,0.8941908746641183,0.3959704726624549,0
0.03142918568673425,0.16893506307216455,0.05784267656339637,0.1918673247187429,0.9150900684070432,0
0.6364104112637804,0.2785903390319586,0.9691026301408113,0.32337156211552076,0.53302886724614,1
0.3143559810763267,0.17701048427674682,0.8837858849634257,0.22665640222698802,0.157954822835348,1
0.5085706911647028,0.08870253375705561,0.927752283195213,0.3549963058319373,0.6958991181688025,0
0.907566473926093,0.12063587110060081,0.9949078226464353,0.06942384274609337,0.7932613504382544,0
0.24929222914887494,0.46077876803272577,0.1738952492194873,0.5190597909082704,0.31676167706752667,0
0.41038292303562973,0.2063337184057925,0.39624201890265875,0.0676125635922149,0.857179256998753,1
0.7555511385430487,0.36426986104807546,0.7582384757040913,0.8003565078223616,0.9061432547657664,1
0.22879816549162246,0.5034172708548569,0.6960206180537922,0.23371208191043302,0.2769044873778089,1
0.07697990982879299,0.6903948286293653,0.15389590633985506,0.5400119146045106,0.9835214727152221,1
0.289751452913768,0.039312139841098936,0.8158331249906178,0.8800790875614583,0.14071152804875842,0
0.16122128725400442,0.7994103989090426,0.22444057183666066,0.6508773690471942,0.20201566840248997,0
